site_id,site_latitude,site_longitude,year_month,year,month,target_area_precip_mm,control_area_precip_mm,target_area_seeded,bogus_control,state,project_name
site_026,38.92,240.01,2021-11,2021,11,30.253199,11.8566,False,False,california,
site_026,38.92,240.01,2021-12,2021,12,321.94568,135.132,False,False,california,
site_026,38.92,240.01,2022-01,2022,1,2.269,0.5972,False,False,california,
site_026,38.92,240.01,2022-02,2022,2,22.657799,0.9328,False,False,california,
site_026,38.92,240.01,2022-03,2022,3,22.157299,25.0329,False,False,california,
site_026,38.92,240.01,2022-04,2022,4,66.818,15.0187,False,False,california,
site_026,38.92,240.01,2022-05,2022,5,13.655499,0.9079,False,False,california,
site_026,38.92,240.01,2022-06,2022,6,4.7300997,0.0,False,False,california,
site_026,38.92,240.01,2022-07,2022,7,0.0,0.0,False,False,california,
site_026,38.92,240.01,2022-08,2022,8,8.892,0.94769996,False,False,california,
site_026,38.92,240.01,2022-09,2022,9,20.7871,2.6992,False,False,california,
site_026,38.92,240.01,2022-10,2022,10,3.471,0.0,False,False,california,
site_026,38.92,240.01,2022-11,2022,11,59.0523,37.9502,False,False,california,
site_026,38.92,240.01,2022-12,2022,12,314.5618,121.3965,False,False,california,
site_026,38.92,240.01,2023-01,2023,1,327.4867,198.0614,False,False,california,
site_026,38.92,240.01,2023-02,2023,2,122.26949,113.9645,False,False,california,
site_026,38.92,240.01,2023-03,2023,3,237.69469,212.5811,False,False,california,
site_026,38.92,240.01,2023-04,2023,4,13.995999,0.0,False,False,california,
site_026,38.92,240.01,2023-05,2023,5,33.8082,4.5095,False,False,california,
site_026,38.92,240.01,2023-06,2023,6,34.593098,0.0,False,False,california,
site_026,38.92,240.01,2023-07,2023,7,0.0,0.0,False,False,california,
site_026,38.92,240.01,2023-08,2023,8,43.6096,16.073,False,False,california,
site_026,38.92,240.01,2023-09,2023,9,21.463099,0.0,False,False,california,
site_026,38.92,240.01,2023-10,2023,10,17.7603,0.0,False,False,california,
site_026,38.92,240.01,2023-11,2023,11,40.164997,4.6591,False,False,california,
site_026,38.92,240.01,2023-12,2023,12,60.934,26.58,False,False,california,
site_026,38.92,240.01,2024-01,2024,1,82.316795,55.200397,False,False,california,
site_026,38.92,240.01,2024-02,2024,2,138.1102,93.2594,False,False,california,
site_026,38.92,240.01,2024-03,2024,3,197.1966,74.3556,False,False,california,
site_026,38.92,240.01,2024-04,2024,4,21.8427,42.486,False,False,california,
site_026,38.92,240.01,2024-05,2024,5,20.2237,11.8993,False,False,california,
site_026,38.92,240.01,2024-06,2024,6,0.5826,0.2287,False,False,california,
site_026,38.92,240.01,2024-07,2024,7,9.4496,0.0,False,False,california,
site_026,38.92,240.01,2024-08,2024,8,7.7662997,0.0,False,False,california,
site_026,38.92,240.01,2024-09,2024,9,12.15,0.0,False,False,california,
site_026,38.92,240.01,2024-10,2024,10,16.8179,0.0,False,False,california,
site_026,38.92,240.01,2024-11,2024,11,86.151596,52.4463,False,False,california,
site_026,38.92,240.01,2024-12,2024,12,105.312096,29.293798,False,False,california,
site_026,38.92,240.01,2025-01,2025,1,21.128399,13.2588,False,False,california,
site_026,38.92,240.01,2025-02,2025,2,194.6505,61.305298,False,False,california,
site_026,38.92,240.01,2025-03,2025,3,98.0232,106.9089,False,False,california,
site_026,38.92,240.01,2025-04,2025,4,56.4054,28.273699,False,False,california,
site_026,38.92,240.01,2025-05,2025,5,11.7985,2.8724,False,False,california,
site_026,38.92,240.01,2025-06,2025,6,10.4667,0.0,False,False,california,
site_026,38.92,240.01,2025-07,2025,7,9.754,0.0,False,False,california,
site_026,38.92,240.01,2025-08,2025,8,20.881,2.952,False,False,california,
site_026,38.92,240.01,2025-09,2025,9,17.688,18.793,False,False,california,
site_026,38.92,240.01,2025-10,2025,10,67.326,41.28,False,False,california,
site_026,38.92,240.01,2025-11,2025,11,87.093,83.321,False,False,california,
site_026,38.92,240.01,2025-12,2025,12,208.446,66.277,False,False,california,
site_027,39.07,239.86,2000-01,2000,1,251.485,117.039,False,False,california,
site_027,39.07,239.86,2000-02,2000,2,205.371,168.769,False,False,california,
site_027,39.07,239.86,2000-03,2000,3,21.522,53.657,False,False,california,
site_027,39.07,239.86,2000-04,2000,4,35.329,48.984,False,False,california,
site_027,39.07,239.86,2000-05,2000,5,58.188,9.234,False,False,california,
site_027,39.07,239.86,2000-06,2000,6,7.403,22.04,False,False,california,
site_027,39.07,239.86,2000-07,2000,7,0.0,0.0,False,False,california,
site_027,39.07,239.86,2000-08,2000,8,6.512,0.0,False,False,california,
site_027,39.07,239.86,2000-09,2000,9,17.473,8.917,False,False,california,
site_027,39.07,239.86,2000-10,2000,10,51.365,65.925,False,False,california,
site_027,39.07,239.86,2000-11,2000,11,39.269,0.634,False,False,california,
site_027,39.07,239.86,2000-12,2000,12,31.465,1.403,False,False,california,
site_027,39.07,239.86,2001-01,2001,1,48.188,81.957,False,False,california,
site_027,39.07,239.86,2001-02,2001,2,97.4,71.068,False,False,california,
site_027,39.07,239.86,2001-03,2001,3,45.226,20.867,False,False,california,
site_027,39.07,239.86,2001-04,2001,4,67.784,66.074,False,False,california,
site_027,39.07,239.86,2001-05,2001,5,5.802,0.0,False,False,california,
site_027,39.07,239.86,2001-06,2001,6,0.001,0.0,False,False,california,
site_027,39.07,239.86,2001-07,2001,7,0.031,4.697,False,False,california,
site_027,39.07,239.86,2001-08,2001,8,0.007,0.0,False,False,california,
site_027,39.07,239.86,2001-09,2001,9,8.93,0.0,False,False,california,
site_027,39.07,239.86,2001-10,2001,10,16.871,7.672,False,False,california,
site_027,39.07,239.86,2001-11,2001,11,134.697,48.734,False,False,california,
site_027,39.07,239.86,2001-12,2001,12,190.642,100.162,False,False,california,
site_027,39.07,239.86,2002-01,2002,1,71.503,27.09,False,False,california,
site_027,39.07,239.86,2002-02,2002,2,46.345,20.242,False,False,california,
site_027,39.07,239.86,2002-03,2002,3,95.355,44.625,False,False,california,
site_027,39.07,239.86,2002-04,2002,4,46.884,19.391,False,False,california,
site_027,39.07,239.86,2002-05,2002,5,11.886,20.544,False,False,california,
site_027,39.07,239.86,2002-06,2002,6,0.0,0.022,False,False,california,
site_027,39.07,239.86,2002-07,2002,7,9.544,0.0,False,False,california,
site_027,39.07,239.86,2002-08,2002,8,2.237,0.0,False,False,california,
site_027,39.07,239.86,2002-09,2002,9,0.689,0.0,False,False,california,
site_027,39.07,239.86,2002-10,2002,10,1.309,0.0,False,False,california,
site_027,39.07,239.86,2002-11,2002,11,133.321,53.795,False,False,california,
site_027,39.07,239.86,2002-12,2002,12,222.586,87.513,False,False,california,
site_027,39.07,239.86,2003-01,2003,1,49.963,9.719,False,False,california,
site_027,39.07,239.86,2003-02,2003,2,42.002,44.919,False,False,california,
site_027,39.07,239.86,2003-03,2003,3,50.203,37.985,False,False,california,
site_027,39.07,239.86,2003-04,2003,4,125.84,63.844,False,False,california,
site_027,39.07,239.86,2003-05,2003,5,21.644,32.746,False,False,california,
site_027,39.07,239.86,2003-06,2003,6,6.442,0.0,False,False,california,
site_027,39.07,239.86,2003-07,2003,7,2.848,0.0,False,False,california,
site_027,39.07,239.86,2003-08,2003,8,41.922,6.974,False,False,california,
site_027,39.07,239.86,2003-09,2003,9,4.044,0.0,False,False,california,
site_027,39.07,239.86,2003-10,2003,10,3.755,0.536,False,False,california,
site_027,39.07,239.86,2003-11,2003,11,52.362,13.57,False,False,california,
site_027,39.07,239.86,2003-12,2003,12,222.434,80.072,False,False,california,
site_027,39.07,239.86,2004-01,2004,1,65.31,34.769,False,False,california,
site_027,39.07,239.86,2004-02,2004,2,171.595,75.484,False,False,california,
site_027,39.07,239.86,2004-03,2004,3,29.78,31.625,False,False,california,
site_027,39.07,239.86,2004-04,2004,4,12.361,2.481,False,False,california,
site_027,39.07,239.86,2004-05,2004,5,23.247,3.88,False,False,california,
site_027,39.07,239.86,2004-06,2004,6,3.456,0.0,False,False,california,
site_027,39.07,239.86,2004-07,2004,7,1.309,0.0,False,False,california,
site_027,39.07,239.86,2004-08,2004,8,2.328,0.0,False,False,california,
site_027,39.07,239.86,2004-09,2004,9,3.905,0.436,False,False,california,
site_027,39.07,239.86,2004-10,2004,10,118.573,75.79,False,False,california,
site_027,39.07,239.86,2004-11,2004,11,54.63,20.816,False,False,california,
site_027,39.07,239.86,2004-12,2004,12,140.338,89.963,False,False,california,
site_027,39.07,239.86,2005-01,2005,1,185.703,86.149,False,False,california,
site_027,39.07,239.86,2005-02,2005,2,65.973,70.868,False,False,california,
site_027,39.07,239.86,2005-03,2005,3,157.032,95.26,False,False,california,
site_027,39.07,239.86,2005-04,2005,4,42.957,23.33,False,False,california,
site_027,39.07,239.86,2005-05,2005,5,96.793,86.388,False,False,california,
site_027,39.07,239.86,2005-06,2005,6,29.924,0.0,False,False,california,
site_027,39.07,239.86,2005-07,2005,7,0.0,0.0,False,False,california,
site_027,39.07,239.86,2005-08,2005,8,11.038,0.333,False,False,california,
site_027,39.07,239.86,2005-09,2005,9,15.256,7.182,False,False,california,
site_027,39.07,239.86,2005-10,2005,10,38.16,4.201,False,False,california,
site_027,39.07,239.86,2005-11,2005,11,52.612,2.147,False,False,california,
site_027,39.07,239.86,2005-12,2005,12,379.611,91.758,False,False,california,
site_027,39.07,239.86,2006-01,2006,1,212.334,96.931,False,False,california,
site_027,39.07,239.86,2006-02,2006,2,105.388,23.35,False,False,california,
site_027,39.07,239.86,2006-03,2006,3,168.429,137.763,False,False,california,
site_027,39.07,239.86,2006-04,2006,4,162.358,163.984,False,False,california,
site_027,39.07,239.86,2006-05,2006,5,12.937,21.93,False,False,california,
site_027,39.07,239.86,2006-06,2006,6,4.355,0.0,False,False,california,
site_027,39.07,239.86,2006-07,2006,7,4.474,0.0,False,False,california,
site_027,39.07,239.86,2006-08,2006,8,0.0,0.0,False,False,california,
site_027,39.07,239.86,2006-09,2006,9,0.742,0.0,False,False,california,
site_027,39.07,239.86,2006-10,2006,10,12.036,6.655,False,False,california,
site_027,39.07,239.86,2006-11,2006,11,72.57,2.441,False,False,california,
site_027,39.07,239.86,2006-12,2006,12,67.753,50.609,False,False,california,
site_027,39.07,239.86,2007-01,2007,1,35.217,15.351,False,False,california,
site_027,39.07,239.86,2007-02,2007,2,184.134,79.562,False,False,california,
site_027,39.07,239.86,2007-03,2007,3,30.292,37.416,False,False,california,
site_027,39.07,239.86,2007-04,2007,4,40.411,17.69,False,False,california,
site_027,39.07,239.86,2007-05,2007,5,11.925,1.248,False,False,california,
site_027,39.07,239.86,2007-06,2007,6,2.801,0.0,False,False,california,
site_027,39.07,239.86,2007-07,2007,7,0.0,0.0,False,False,california,
site_027,39.07,239.86,2007-08,2007,8,4.446,0.536,False,False,california,
site_027,39.07,239.86,2007-09,2007,9,28.315,5.345,False,False,california,
site_027,39.07,239.86,2007-10,2007,10,43.123,8.749,False,False,california,
site_027,39.07,239.86,2007-11,2007,11,18.627,2.039,False,False,california,
site_027,39.07,239.86,2007-12,2007,12,88.73,59.635,False,False,california,
site_027,39.07,239.86,2008-01,2008,1,215.835,105.826,False,False,california,
site_027,39.07,239.86,2008-02,2008,2,124.2,75.029,False,False,california,
site_027,39.07,239.86,2008-03,2008,3,24.84,3.413,False,False,california,
site_027,39.07,239.86,2008-04,2008,4,6.136,0.042,False,False,california,
site_027,39.07,239.86,2008-05,2008,5,25.097,26.282,False,False,california,
site_027,39.07,239.86,2008-06,2008,6,0.0,0.0,False,False,california,
site_027,39.07,239.86,2008-07,2008,7,0.45,0.0,False,False,california,
site_027,39.07,239.86,2008-08,2008,8,0.012,0.0,False,False,california,
site_027,39.07,239.86,2008-09,2008,9,0.0,0.0,False,False,california,
site_027,39.07,239.86,2008-10,2008,10,21.939,2.672,False,False,california,
site_027,39.07,239.86,2008-11,2008,11,68.321,35.159,False,False,california,
site_027,39.07,239.86,2008-12,2008,12,116.497,45.421,False,False,california,
site_027,39.07,239.86,2009-01,2009,1,57.433,21.453,False,False,california,
site_027,39.07,239.86,2009-02,2009,2,105.794,82.685,False,False,california,
site_027,39.07,239.86,2009-03,2009,3,146.069,14.156,False,False,california,
site_027,39.07,239.86,2009-04,2009,4,18.946,19.082,False,False,california,
site_027,39.07,239.86,2009-05,2009,5,74.462,8.585,False,False,california,
site_027,39.07,239.86,2009-06,2009,6,18.205,16.703,False,False,california,
site_027,39.07,239.86,2009-07,2009,7,2.915,0.0,False,False,california,
site_027,39.07,239.86,2009-08,2009,8,4.725,0.428,False,False,california,
site_027,39.07,239.86,2009-09,2009,9,0.002,0.0,False,False,california,
site_027,39.07,239.86,2009-10,2009,10,85.134,61.346,False,False,california,
site_027,39.07,239.86,2009-11,2009,11,31.466,4.219,False,False,california,
site_027,39.07,239.86,2009-12,2009,12,116.071,99.633,False,False,california,
site_027,39.07,239.86,2010-01,2010,1,144.137,116.926,False,False,california,
site_027,39.07,239.86,2010-02,2010,2,84.732,90.374,False,False,california,
site_027,39.07,239.86,2010-03,2010,3,92.87,36.862,False,False,california,
site_027,39.07,239.86,2010-04,2010,4,109.581,88.276,False,False,california,
site_027,39.07,239.86,2010-05,2010,5,37.411,5.09,False,False,california,
site_027,39.07,239.86,2010-06,2010,6,4.809,0.0,False,False,california,
site_027,39.07,239.86,2010-07,2010,7,0.0,0.0,False,False,california,
site_027,39.07,239.86,2010-08,2010,8,7.41,0.0,False,False,california,
site_027,39.07,239.86,2010-09,2010,9,0.636,0.0,False,False,california,
site_027,39.07,239.86,2010-10,2010,10,184.957,40.333,False,False,california,
site_027,39.07,239.86,2010-11,2010,11,161.566,78.852,False,False,california,
site_027,39.07,239.86,2010-12,2010,12,279.425,242.963,False,False,california,
site_027,39.07,239.86,2011-01,2011,1,32.941,58.322,False,False,california,
site_027,39.07,239.86,2011-02,2011,2,143.677,52.939,False,False,california,
site_027,39.07,239.86,2011-03,2011,3,313.735,135.661,False,False,california,
site_027,39.07,239.86,2011-04,2011,4,34.359,9.464,False,False,california,
site_027,39.07,239.86,2011-05,2011,5,58.977,22.464,False,False,california,
site_027,39.07,239.86,2011-06,2011,6,45.111,49.313,False,False,california,
site_027,39.07,239.86,2011-07,2011,7,4.456,0.0,False,False,california,
site_027,39.07,239.86,2011-08,2011,8,0.0,0.706,False,False,california,
site_027,39.07,239.86,2011-09,2011,9,5.599,0.0,False,False,california,
site_027,39.07,239.86,2011-10,2011,10,51.067,37.75,False,False,california,
site_027,39.07,239.86,2011-11,2011,11,35.251,25.486,False,False,california,
site_027,39.07,239.86,2011-12,2011,12,1.703,0.358,False,False,california,
site_027,39.07,239.86,2012-01,2012,1,123.578,60.67,False,False,california,
site_027,39.07,239.86,2012-02,2012,2,42.013,25.424,False,False,california,
site_027,39.07,239.86,2012-03,2012,3,160.026,87.307,False,False,california,
site_027,39.07,239.86,2012-04,2012,4,72.102,81.144,False,False,california,
site_027,39.07,239.86,2012-05,2012,5,6.5748,0.0,False,False,california,
site_027,39.07,239.86,2012-06,2012,6,16.19,0.0,False,False,california,
site_027,39.07,239.86,2012-07,2012,7,11.325,0.0,False,False,california,
site_027,39.07,239.86,2012-08,2012,8,9.666,0.0,False,False,california,
site_027,39.07,239.86,2012-09,2012,9,5.607,0.0,False,False,california,
site_027,39.07,239.86,2012-10,2012,10,40.081,5.911,False,False,california,
site_027,39.07,239.86,2012-11,2012,11,114.18,22.233,False,False,california,
site_027,39.07,239.86,2012-12,2012,12,316.15878,118.951096,False,False,california,
site_027,39.07,239.86,2013-01,2013,1,20.625,17.28,False,False,california,
site_027,39.07,239.86,2013-02,2013,2,6.593,27.014,False,False,california,
site_027,39.07,239.86,2013-03,2013,3,45.2,8.018,False,False,california,
site_027,39.07,239.86,2013-04,2013,4,19.54,8.355,False,False,california,
site_027,39.07,239.86,2013-05,2013,5,52.943,4.345,False,False,california,
site_027,39.07,239.86,2013-06,2013,6,21.175,0.0,False,False,california,
site_027,39.07,239.86,2013-07,2013,7,8.782,0.834,False,False,california,
site_027,39.07,239.86,2013-08,2013,8,6.593,0.826,False,False,california,
site_027,39.07,239.86,2013-09,2013,9,18.224,0.52,False,False,california,
site_027,39.07,239.86,2013-10,2013,10,22.19,2.737,False,False,california,
site_027,39.07,239.86,2013-11,2013,11,17.061,12.621,False,False,california,
site_027,39.07,239.86,2013-12,2013,12,33.775,8.551,False,False,california,
site_027,39.07,239.86,2014-01,2014,1,66.185,15.349,False,False,california,
site_027,39.07,239.86,2014-02,2014,2,211.092,51.253,False,False,california,
site_027,39.07,239.86,2014-03,2014,3,84.829,34.238,False,False,california,
site_027,39.07,239.86,2014-04,2014,4,42.144,36.075,False,False,california,
site_027,39.07,239.86,2014-05,2014,5,31.933,4.81,False,False,california,
site_027,39.07,239.86,2014-06,2014,6,0.593,0.0,False,False,california,
site_027,39.07,239.86,2014-07,2014,7,23.861,1.38,False,False,california,
site_027,39.07,239.86,2014-08,2014,8,28.622,0.0,False,False,california,
site_027,39.07,239.86,2014-09,2014,9,45.868,10.861,False,False,california,
site_027,39.07,239.86,2014-10,2014,10,20.066,0.0,False,False,california,
site_027,39.07,239.86,2014-11,2014,11,50.969,41.013,False,False,california,
site_027,39.07,239.86,2014-12,2014,12,113.064,80.801,False,False,california,
site_027,39.07,239.86,2015-01,2015,1,2.195,4.482,False,False,california,
site_027,39.07,239.86,2015-02,2015,2,147.421,50.949,False,False,california,
site_027,39.07,239.86,2015-03,2015,3,19.009,7.52,False,False,california,
site_027,39.07,239.86,2015-04,2015,4,49.389,33.831,False,False,california,
site_027,39.07,239.86,2015-05,2015,5,49.798,12.574,False,False,california,
site_027,39.07,239.86,2015-06,2015,6,17.499,0.0,False,False,california,
site_027,39.07,239.86,2015-07,2015,7,39.862,7.159,False,False,california,
site_027,39.07,239.86,2015-08,2015,8,2.85,0.0,False,False,california,
site_027,39.07,239.86,2015-09,2015,9,1.963,3.868,False,False,california,
site_027,39.07,239.86,2015-10,2015,10,52.468,6.739,False,False,california,
site_027,39.07,239.86,2015-11,2015,11,80.285,68.232,False,False,california,
site_027,39.07,239.86,2015-12,2015,12,187.049,95.316,False,False,california,
site_027,39.07,239.86,2016-01,2016,1,189.367,142.018,False,False,california,
site_027,39.07,239.86,2016-02,2016,2,45.951,27.284,False,False,california,
site_027,39.07,239.86,2016-03,2016,3,166.948,96.455,False,False,california,
site_027,39.07,239.86,2016-04,2016,4,68.064,55.625,False,False,california,
site_027,39.07,239.86,2016-05,2016,5,47.632,10.991,False,False,california,
site_027,39.07,239.86,2016-06,2016,6,1.945,1.782,False,False,california,
site_027,39.07,239.86,2016-07,2016,7,0.0,0.0,False,False,california,
site_027,39.07,239.86,2016-08,2016,8,8.776,0.0,False,False,california,
site_027,39.07,239.86,2016-09,2016,9,1.66,0.0,False,False,california,
site_027,39.07,239.86,2016-10,2016,10,228.05,26.642,False,False,california,
site_027,39.07,239.86,2016-11,2016,11,61.407,37.671,True,False,california,
site_027,39.07,239.86,2016-12,2016,12,191.462,94.909,True,False,california,
site_027,39.07,239.86,2017-01,2017,1,533.31,262.259,True,False,california,
site_027,39.07,239.86,2017-02,2017,2,438.406,142.023,True,False,california,
site_027,39.07,239.86,2017-03,2017,3,124.547,42.035,True,False,california,
site_027,39.07,239.86,2017-04,2017,4,131.654,55.859,True,False,california,
site_027,39.07,239.86,2017-05,2017,5,36.055,1.169,True,False,california,
site_027,39.07,239.86,2017-06,2017,6,6.381,0.185,False,False,california,
site_027,39.07,239.86,2017-07,2017,7,0.243,0.0,False,False,california,
site_027,39.07,239.86,2017-08,2017,8,13.319,0.0,False,False,california,
site_027,39.07,239.86,2017-09,2017,9,47.183,11.421,False,False,california,
site_027,39.07,239.86,2017-10,2017,10,17.703,2.924,False,False,california,
site_027,39.07,239.86,2017-11,2017,11,215.705,15.188,False,False,california,
site_027,39.07,239.86,2017-12,2017,12,16.779,1.916,False,False,california,
site_027,39.07,239.86,2018-01,2018,1,98.499,31.494,False,False,california,
site_027,39.07,239.86,2018-02,2018,2,26.082,6.502,False,False,california,
site_027,39.07,239.86,2018-03,2018,3,295.761,190.694,False,False,california,
site_027,39.07,239.86,2018-04,2018,4,73.644,23.136,False,False,california,
site_027,39.07,239.86,2018-05,2018,5,58.526,0.0,False,False,california,
site_027,39.07,239.86,2018-06,2018,6,0.0,0.0,False,False,california,
site_027,39.07,239.86,2018-07,2018,7,12.778,0.0,False,False,california,
site_027,39.07,239.86,2018-08,2018,8,0.581,0.0,False,False,california,
site_027,39.07,239.86,2018-09,2018,9,0.0,0.297,False,False,california,
site_027,39.07,239.86,2018-10,2018,10,26.323,4.416,False,False,california,
site_027,39.07,239.86,2018-11,2018,11,116.433,64.612,False,False,california,
site_027,39.07,239.86,2018-12,2018,12,64.233,21.393,False,False,california,
site_027,39.07,239.86,2019-01,2019,1,214.567,83.851,False,False,california,
site_027,39.07,239.86,2019-02,2019,2,421.751,118.247,False,False,california,
site_027,39.07,239.86,2019-03,2019,3,131.582,54.179,False,False,california,
site_027,39.07,239.86,2019-04,2019,4,53.271,9.371,False,False,california,
site_027,39.07,239.86,2019-05,2019,5,63.954,66.565,False,False,california,
site_027,39.07,239.86,2019-06,2019,6,4.235,0.0,False,False,california,
site_027,39.07,239.86,2019-07,2019,7,0.003,0.0,False,False,california,
site_027,39.07,239.86,2019-08,2019,8,0.0,0.0,False,False,california,
site_027,39.07,239.86,2019-09,2019,9,26.425,0.0,False,False,california,
site_027,39.07,239.86,2019-10,2019,10,2.382,0.0,False,False,california,
site_027,39.07,239.86,2019-11,2019,11,43.597,24.807,False,False,california,
site_027,39.07,239.86,2019-12,2019,12,206.09,78.735,False,False,california,
site_027,39.07,239.86,2020-01,2020,1,61.432,16.569,False,False,california,
site_027,39.07,239.86,2020-02,2020,2,3.114,0.107,False,False,california,
site_027,39.07,239.86,2020-03,2020,3,131.642,74.085,False,False,california,
site_027,39.07,239.86,2020-04,2020,4,49.985,44.995,False,False,california,
site_027,39.07,239.86,2020-05,2020,5,40.202,10.288,False,False,california,
site_027,39.07,239.86,2020-06,2020,6,8.721,0.065,False,False,california,
site_027,39.07,239.86,2020-07,2020,7,0.0,0.0,False,False,california,
site_027,39.07,239.86,2020-08,2020,8,5.662,0.0,False,False,california,
site_027,39.07,239.86,2020-09,2020,9,0.683,0.0,False,False,california,
site_027,39.07,239.86,2020-10,2020,10,0.0,0.0,False,False,california,
site_027,39.07,239.86,2020-11,2020,11,91.784,14.885,False,False,california,
site_027,39.07,239.86,2020-12,2020,12,73.14,34.992,False,False,california,
site_027,39.07,239.86,2021-01,2021,1,115.6365,79.2909,False,False,california,
site_027,39.07,239.86,2021-02,2021,2,64.9757,11.915899,False,False,california,
site_027,39.07,239.86,2021-03,2021,3,44.583797,41.8359,False,False,california,
site_027,39.07,239.86,2021-04,2021,4,16.5065,4.259,False,False,california,
site_027,39.07,239.86,2021-05,2021,5,10.3712,0.0,False,False,california,
site_027,39.07,239.86,2021-06,2021,6,1.2152,0.0,False,False,california,
site_027,39.07,239.86,2021-07,2021,7,5.1275,0.0,False,False,california,
site_027,39.07,239.86,2021-08,2021,8,0.028099999,0.0,False,False,california,
site_027,39.07,239.86,2021-09,2021,9,9.8782,0.3752,False,False,california,
site_027,39.07,239.86,2021-10,2021,10,252.721,50.600597,False,False,california,
site_027,39.07,239.86,2021-11,2021,11,36.9404,11.8566,False,False,california,
site_027,39.07,239.86,2021-12,2021,12,328.013,135.132,False,False,california,
site_027,39.07,239.86,2022-01,2022,1,4.3912997,0.5972,False,False,california,
site_027,39.07,239.86,2022-02,2022,2,23.508,0.9328,False,False,california,
site_027,39.07,239.86,2022-03,2022,3,22.8316,25.0329,False,False,california,
site_027,39.07,239.86,2022-04,2022,4,104.3288,15.0187,False,False,california,
site_027,39.07,239.86,2022-05,2022,5,17.3391,0.9079,False,False,california,
site_027,39.07,239.86,2022-06,2022,6,19.9702,0.0,False,False,california,
site_027,39.07,239.86,2022-07,2022,7,0.0,0.0,False,False,california,
site_027,39.07,239.86,2022-08,2022,8,12.123,0.94769996,False,False,california,
site_027,39.07,239.86,2022-09,2022,9,30.0346,2.6992,False,False,california,
site_027,39.07,239.86,2022-10,2022,10,3.2252998,0.0,False,False,california,
site_027,39.07,239.86,2022-11,2022,11,83.546196,37.9502,False,False,california,
site_027,39.07,239.86,2022-12,2022,12,367.01828,121.3965,False,False,california,
site_027,39.07,239.86,2023-01,2023,1,336.73468,198.0614,False,False,california,
site_027,39.07,239.86,2023-02,2023,2,155.6284,113.9645,False,False,california,
site_027,39.07,239.86,2023-03,2023,3,310.3137,212.5811,False,False,california,
site_027,39.07,239.86,2023-04,2023,4,19.8286,0.0,False,False,california,
site_027,39.07,239.86,2023-05,2023,5,28.8424,4.5095,False,False,california,
site_027,39.07,239.86,2023-06,2023,6,30.233398,0.0,False,False,california,
site_027,39.07,239.86,2023-07,2023,7,0.0,0.0,False,False,california,
site_027,39.07,239.86,2023-08,2023,8,31.927599,16.073,False,False,california,
site_027,39.07,239.86,2023-09,2023,9,29.1125,0.0,False,False,california,
site_027,39.07,239.86,2023-10,2023,10,21.0313,0.0,False,False,california,
site_027,39.07,239.86,2023-11,2023,11,66.9103,4.6591,False,False,california,
site_027,39.07,239.86,2023-12,2023,12,82.09,26.58,False,False,california,
site_027,39.07,239.86,2024-01,2024,1,98.833,55.200397,False,False,california,
site_027,39.07,239.86,2024-02,2024,2,167.4019,93.2594,False,False,california,
site_027,39.07,239.86,2024-03,2024,3,249.4365,74.3556,False,False,california,
site_027,39.07,239.86,2024-04,2024,4,26.8879,42.486,False,False,california,
site_027,39.07,239.86,2024-05,2024,5,25.567299,11.8993,False,False,california,
site_027,39.07,239.86,2024-06,2024,6,0.0,0.2287,False,False,california,
site_027,39.07,239.86,2024-07,2024,7,6.2174997,0.0,False,False,california,
site_027,39.07,239.86,2024-08,2024,8,14.853399,0.0,False,False,california,
site_027,39.07,239.86,2024-09,2024,9,14.1937,0.0,False,False,california,
site_027,39.07,239.86,2024-10,2024,10,19.837,0.0,False,False,california,
site_027,39.07,239.86,2024-11,2024,11,97.0823,52.4463,False,False,california,
site_027,39.07,239.86,2024-12,2024,12,130.5857,29.293798,False,False,california,
site_027,39.07,239.86,2025-01,2025,1,25.3662,13.2588,False,False,california,
site_027,39.07,239.86,2025-02,2025,2,243.1877,61.305298,False,False,california,
site_027,39.07,239.86,2025-03,2025,3,123.59,106.9089,False,False,california,
site_027,39.07,239.86,2025-04,2025,4,59.0191,28.273699,False,False,california,
site_027,39.07,239.86,2025-05,2025,5,13.572,2.8724,False,False,california,
site_027,39.07,239.86,2025-06,2025,6,3.8379,0.0,False,False,california,
site_027,39.07,239.86,2025-07,2025,7,11.997,0.0,False,False,california,
site_027,39.07,239.86,2025-08,2025,8,21.592,2.952,False,False,california,
site_027,39.07,239.86,2025-09,2025,9,15.73,18.793,False,False,california,
site_027,39.07,239.86,2025-10,2025,10,62.044,41.28,False,False,california,
site_027,39.07,239.86,2025-11,2025,11,100.978,83.321,False,False,california,
site_027,39.07,239.86,2025-12,2025,12,247.266,66.277,False,False,california,
site_028,39.09,239.2,2000-01,2000,1,400.225,102.18,False,False,california,
site_028,39.09,239.2,2000-02,2000,2,566.422,141.9045,False,False,california,
site_028,39.09,239.2,2000-03,2000,3,103.591,42.382,False,False,california,
site_028,39.09,239.2,2000-04,2000,4,68.088,48.248,False,False,california,
site_028,39.09,239.2,2000-05,2000,5,106.659,12.827499,False,False,california,
site_028,39.09,239.2,2000-06,2000,6,20.182,13.592001,False,False,california,
site_028,39.09,239.2,2000-07,2000,7,0.0,0.0,False,False,california,
site_028,39.09,239.2,2000-08,2000,8,0.0,0.0,False,False,california,
site_028,39.09,239.2,2000-09,2000,9,46.816,5.4344997,False,False,california,
site_028,39.09,239.2,2000-10,2000,10,160.566,80.052,False,False,california,
