site_id,year,treatment_start_year,did_eligible,target_area,control_area,precip_target_area,precip_control_area
clark county cloud seeding program,2002,2000,False,"clark county, idaho",climatologically similar nearby area,,
clark county cloud seeding program,2003,2000,False,"clark county, idaho",climatologically similar nearby area,,
clark county cloud seeding program,2004,2000,False,"clark county, idaho",climatologically similar nearby area,,
clark county cloud seeding program,2005,2000,False,"clark county, idaho",climatologically similar nearby area,,
clark county cloud seeding program,2006,2000,False,"clark county, idaho",climatologically similar nearby area,,
clark county cloud seeding program,2007,2000,False,"clark county, idaho",climatologically similar nearby area,,
clark county cloud seeding program,2008,2000,False,"clark county, idaho",climatologically similar nearby area,,
clark county cloud seeding program,2009,2000,False,"clark county, idaho",climatologically similar nearby area,,
clark county cloud seeding program,2010,2000,False,"clark county, idaho",climatologically similar nearby area,,
clark county cloud seeding program,2011,2000,False,"clark county, idaho",climatologically similar nearby area,,
clark county cloud seeding program,2012,2000,False,"clark county, idaho",climatologically similar nearby area,,
clark county cloud seeding program,2013,2000,False,"clark county, idaho",climatologically similar nearby area,,
clark county cloud seeding program,2014,2000,False,eastern idaho counties,climatologically similar nearby area,,
clark county cloud seeding program,2015,2000,False,"eastern idaho, western wyoming",climatologically similar nearby area,,
clark county cloud seeding program,2016,2000,False,"clark county, idaho",climatologically similar nearby area,,
clark county cloud seeding program,2017,2000,False,"clark county, idaho",climatologically similar nearby area,,
clark county cloud seeding program,2018,2000,False,"clark county, idaho",climatologically similar nearby area,,
clark county cloud seeding program,2019,2000,False,"clark county, idaho",climatologically similar nearby area,,
clark county cloud seeding program,2020,2000,False,"clark county, idaho",climatologically similar nearby area,,
clark county cloud seeding program,2021,2000,False,eastern idaho,climatologically similar nearby area,,
clark county cloud seeding program,2022,2000,False,eastern idaho,climatologically similar nearby area,,
clark county cloud seeding program,2023,2000,False,eastern idaho,climatologically similar nearby area,,
clark county cloud seeding program,2024,2000,False,eastern idaho,climatologically similar nearby area,,
clark county cloud seeding program,2025,2000,False,eastern idaho,climatologically similar nearby area,,
clark county idaho,2000,2013,True,eastern idaho counties,climatologically similar nearby area,564.7535997927778,522.6212879536655
clark county idaho,2001,2013,True,eastern idaho counties,climatologically similar nearby area,539.9694882028541,545.4624209466083
clark county idaho,2002,2013,True,eastern idaho counties,climatologically similar nearby area,558.1023120452604,498.07337383892866
clark county idaho,2003,2013,True,eastern idaho counties,climatologically similar nearby area,555.3148100195449,559.4619165971347
clark county idaho,2004,2013,True,eastern idaho counties,climatologically similar nearby area,559.9419024637208,593.2214426953392
clark county idaho,2005,2013,True,eastern idaho counties,climatologically similar nearby area,540.6747554036133,523.1466966989474
clark county idaho,2006,2013,True,eastern idaho counties,climatologically similar nearby area,563.1127543564736,547.8518081670561
clark county idaho,2007,2013,True,eastern idaho counties,climatologically similar nearby area,577.4499572811362,573.2276694677532
clark county idaho,2008,2013,True,eastern idaho counties,climatologically similar nearby area,603.7785901948761,598.8210658606871
clark county idaho,2009,2013,True,eastern idaho counties,climatologically similar nearby area,593.9817706521302,558.7943845924963
clark county idaho,2010,2013,True,eastern idaho counties,climatologically similar nearby area,626.3295614377889,555.1937417683525
clark county idaho,2011,2013,True,eastern idaho counties,climatologically similar nearby area,555.8163109277988,525.7769214395979
clark county idaho,2012,2013,True,eastern idaho counties,climatologically similar nearby area,599.308015918017,580.0859532327026
clark county idaho,2013,2013,True,eastern idaho counties,climatologically similar nearby area,609.9715316670967,631.0519010035936
clark county idaho,2014,2013,True,eastern idaho counties,climatologically similar nearby area,671.8837091359056,589.4339615491169
clark county idaho,2015,2013,True,eastern idaho counties,climatologically similar nearby area,601.0719717102257,584.4430255204072
clark county idaho,2016,2013,True,eastern idaho counties,climatologically similar nearby area,599.0924245681309,595.5520577691747
clark county idaho,2017,2013,True,eastern idaho counties,climatologically similar nearby area,600.7324429090036,589.722699901285
clark county idaho,2018,2013,True,eastern idaho counties,climatologically similar nearby area,571.7142071436612,572.1746406934967
clark county idaho,2019,2013,True,eastern idaho counties,climatologically similar nearby area,607.1240922416733,615.5819978919426
clark county idaho,2020,2013,True,eastern idaho counties,climatologically similar nearby area,596.0378956177179,603.1440380777939
clark county idaho,2021,2013,True,eastern idaho counties,climatologically similar nearby area,648.5439640074856,600.4403312983414
clark county idaho,2022,2013,True,eastern idaho counties,climatologically similar nearby area,629.8593730034044,578.1158493180437
clark county idaho,2023,2013,True,eastern idaho counties,climatologically similar nearby area,669.0747224954789,637.587698298369
clark county idaho,2024,2013,True,eastern idaho counties,climatologically similar nearby area,672.616518430866,624.1175686333278
clark county idaho,2025,2013,True,eastern idaho counties,climatologically similar nearby area,619.6324484352267,596.1769790658175
clark county idaho cloud seeding program,2000,2017,True,eastern idaho,climatologically similar nearby area,641.039633216291,688.5456213420484
clark county idaho cloud seeding program,2001,2017,True,eastern idaho,climatologically similar nearby area,678.2979792876627,653.5607290403698
clark county idaho cloud seeding program,2002,2017,True,eastern idaho,climatologically similar nearby area,635.494169824484,648.9499126872241
clark county idaho cloud seeding program,2003,2017,True,eastern idaho,climatologically similar nearby area,716.7864691463589,652.0074220629929
clark county idaho cloud seeding program,2004,2017,True,eastern idaho,climatologically similar nearby area,702.9860030180322,629.2232861727978
clark county idaho cloud seeding program,2005,2017,True,eastern idaho,climatologically similar nearby area,664.2706086973824,687.7885595104551
clark county idaho cloud seeding program,2006,2017,True,eastern idaho,climatologically similar nearby area,635.6716367727281,632.7213780415412
clark county idaho cloud seeding program,2007,2017,True,eastern idaho,climatologically similar nearby area,714.8468093541353,650.2889042183559
clark county idaho cloud seeding program,2008,2017,True,eastern idaho,climatologically similar nearby area,680.6365038686846,631.6102997730367
clark county idaho cloud seeding program,2009,2017,True,eastern idaho,climatologically similar nearby area,716.9454077993365,683.8482576802277
clark county idaho cloud seeding program,2010,2017,True,eastern idaho,climatologically similar nearby area,648.6393085301409,684.7419884932032
clark county idaho cloud seeding program,2011,2017,True,eastern idaho,climatologically similar nearby area,676.0156244261557,682.8325946703409
clark county idaho cloud seeding program,2012,2017,True,eastern idaho,climatologically similar nearby area,693.6310924929546,667.4355576332356
clark county idaho cloud seeding program,2013,2017,True,eastern idaho,climatologically similar nearby area,697.1745148441186,666.694156164084
clark county idaho cloud seeding program,2014,2017,True,eastern idaho,climatologically similar nearby area,687.2483632130189,710.1092465886644
clark county idaho cloud seeding program,2015,2017,True,eastern idaho,climatologically similar nearby area,716.5712483086875,687.2362017072878
clark county idaho cloud seeding program,2016,2017,True,eastern idaho,climatologically similar nearby area,676.8094892654351,711.4089580384036
clark county idaho cloud seeding program,2017,2017,True,eastern idaho,climatologically similar nearby area,736.949422096673,683.8687828468944
clark county idaho cloud seeding program,2018,2017,True,eastern idaho,climatologically similar nearby area,736.3775626826645,713.0265685692771
clark county idaho cloud seeding program,2019,2017,True,eastern idaho,climatologically similar nearby area,750.6045989753029,743.5819509329016
clark county idaho cloud seeding program,2020,2017,True,eastern idaho,climatologically similar nearby area,754.1537611127261,728.1541450098196
clark county idaho cloud seeding program,2021,2017,True,eastern idaho,climatologically similar nearby area,713.1752678778436,705.6896545445879
clark county idaho cloud seeding program,2022,2017,True,eastern idaho,climatologically similar nearby area,707.4681577492058,724.9299742588981
clark county idaho cloud seeding program,2023,2017,True,eastern idaho,climatologically similar nearby area,789.554402620233,714.9833706367447
clark county idaho cloud seeding program,2024,2017,True,eastern idaho,climatologically similar nearby area,762.1539361265336,723.6970046173682
clark county idaho cloud seeding program,2025,2017,True,eastern idaho,climatologically similar nearby area,750.5947931007955,717.8597236962873
"clark county, idaho",2000,2012,True,eastern idaho counties,climatologically similar nearby area,632.778799388063,589.8916198528652
"clark county, idaho",2001,2012,True,eastern idaho counties,climatologically similar nearby area,599.3918658573215,601.8023338268544
"clark county, idaho",2002,2012,True,eastern idaho counties,climatologically similar nearby area,628.4824296015956,574.1660325104513
"clark county, idaho",2003,2012,True,eastern idaho counties,climatologically similar nearby area,603.1879620352527,576.1030293252505
"clark county, idaho",2004,2012,True,eastern idaho counties,climatologically similar nearby area,655.5186981220497,569.2864361542197
"clark county, idaho",2005,2012,True,eastern idaho counties,climatologically similar nearby area,650.3835210610802,566.4932223874073
"clark county, idaho",2006,2012,True,eastern idaho counties,climatologically similar nearby area,602.7758962880232,578.567932694488
"clark county, idaho",2007,2012,True,eastern idaho counties,climatologically similar nearby area,635.7892737738589,615.4865626701032
"clark county, idaho",2008,2012,True,eastern idaho counties,climatologically similar nearby area,630.1343987396286,591.680312112703
"clark county, idaho",2009,2012,True,eastern idaho counties,climatologically similar nearby area,650.7157889383087,629.3403616057774
"clark county, idaho",2010,2012,True,eastern idaho counties,climatologically similar nearby area,594.8769134854974,619.867843718814
"clark county, idaho",2011,2012,True,eastern idaho counties,climatologically similar nearby area,638.651286499961,572.2873946640486
"clark county, idaho",2012,2012,True,eastern idaho counties,climatologically similar nearby area,666.717023986403,640.3743896055422
"clark county, idaho",2013,2012,True,eastern idaho counties,climatologically similar nearby area,612.623562518383,646.7699661397927
"clark county, idaho",2014,2012,True,eastern idaho counties,climatologically similar nearby area,631.9452808483072,604.1534331291286
"clark county, idaho",2015,2012,True,eastern idaho counties,climatologically similar nearby area,623.1251051382258,642.0047885723748
"clark county, idaho",2016,2012,True,eastern idaho counties,climatologically similar nearby area,643.7395848475289,612.58754406477
"clark county, idaho",2017,2012,True,eastern idaho counties,climatologically similar nearby area,686.6435439429555,638.9417594187083
"clark county, idaho",2018,2012,True,eastern idaho counties,climatologically similar nearby area,717.1678241582393,607.3875398261258
"clark county, idaho",2019,2012,True,eastern idaho counties,climatologically similar nearby area,665.6102013540715,596.6723386866356
"clark county, idaho",2020,2012,True,eastern idaho counties,climatologically similar nearby area,726.0041590950004,634.4295702596758
"clark county, idaho",2021,2012,True,eastern idaho counties,climatologically similar nearby area,627.5687658228564,643.4067763431291
"clark county, idaho",2022,2012,True,eastern idaho counties,climatologically similar nearby area,643.389077890133,639.0580076596349
"clark county, idaho",2023,2012,True,eastern idaho,climatologically similar nearby area,693.1047041626442,621.8992360444361
"clark county, idaho",2024,2012,True,eastern idaho,climatologically similar nearby area,698.3175660726846,644.0025234467216
"clark county, idaho",2025,2012,True,eastern idaho,climatologically similar nearby area,683.853508617061,663.2323688145184
colorado river municipal water district rain augmentation project,2000,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2001,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2002,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2003,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2004,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2005,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2006,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2007,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2008,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2009,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2010,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2011,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2012,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2013,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2014,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2015,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2016,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2017,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2018,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2019,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2020,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2021,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2022,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2023,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2024,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district rain augmentation project,2025,2000,False,"3,500 sq mi area within the colorado river municipal water district, texas","adjacent 3, 500 sq mi area in texas",,
colorado river municipal water district weather modification program,2000,2005,True,colorado river municipal water district area in west texas,climatologically similar nearby area,723.8139474990031,774.3776742469365
colorado river municipal water district weather modification program,2001,2005,True,colorado river municipal water district area in west texas,climatologically similar nearby area,775.7719990121803,782.5625257649804
colorado river municipal water district weather modification program,2002,2005,True,colorado river municipal water district area in west texas,climatologically similar nearby area,747.8882624873787,763.7471199886442
colorado river municipal water district weather modification program,2003,2005,True,colorado river municipal water district area in west texas,climatologically similar nearby area,799.741813720751,812.292947867904
colorado river municipal water district weather modification program,2004,2005,True,colorado river municipal water district area in west texas,climatologically similar nearby area,794.6649561524212,756.0956665861305
colorado river municipal water district weather modification program,2005,2005,True,colorado river municipal water district area in west texas,climatologically similar nearby area,780.8494358359976,800.189007427168
colorado river municipal water district weather modification program,2006,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,820.2567414662615,820.0472773239991
colorado river municipal water district weather modification program,2007,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,795.6285486335235,805.0227023187224
colorado river municipal water district weather modification program,2008,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,809.8029248982491,790.4368943233793
colorado river municipal water district weather modification program,2009,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,857.5731901523937,784.7925738334255
colorado river municipal water district weather modification program,2010,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,805.3119664488992,826.4021912761564
colorado river municipal water district weather modification program,2011,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,834.3315224112184,767.4256268684582
colorado river municipal water district weather modification program,2012,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,813.6717138199969,781.2468934905089
colorado river municipal water district weather modification program,2013,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,805.1128996071167,798.061055862707
colorado river municipal water district weather modification program,2014,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,840.0530471923933,841.4413439378
colorado river municipal water district weather modification program,2015,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,820.7798263170758,822.4941909010224
colorado river municipal water district weather modification program,2016,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,831.8310363169838,791.2988560372439
colorado river municipal water district weather modification program,2017,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,827.5661166753572,810.2423073653774
colorado river municipal water district weather modification program,2018,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,910.4483929621501,805.1419213975927
colorado river municipal water district weather modification program,2019,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,857.3503206997871,805.2552751941616
colorado river municipal water district weather modification program,2020,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,823.3895566914083,849.9722389639195
colorado river municipal water district weather modification program,2021,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,869.2063874407877,793.7064217684124
colorado river municipal water district weather modification program,2022,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,855.2317752653397,870.7195213933593
colorado river municipal water district weather modification program,2023,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,859.442484508461,853.7057422546155
colorado river municipal water district weather modification program,2024,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,885.3265855616521,862.7715417650925
colorado river municipal water district weather modification program,2025,2005,True,"colorado river municipal water district region, west texas",climatologically similar nearby area,882.444791180995,826.4265121993685
cooling earth,2000,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2001,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2002,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2003,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2004,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2005,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2006,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2007,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2008,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2009,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2010,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2011,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2012,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2013,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2014,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2015,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2016,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2017,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2018,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2019,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2020,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2021,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2022,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2023,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2024,2023,False,all of earth,climatologically similar nearby area,,
cooling earth,2025,2023,False,all of earth,climatologically similar nearby area,,
district v cloud seeding consortium,2000,2003,True,southeastern idaho,climatologically similar nearby area,672.2374713097369,681.7514820230223
district v cloud seeding consortium,2001,2003,True,southeastern idaho,climatologically similar nearby area,673.604543983883,652.1712046368822
district v cloud seeding consortium,2002,2003,True,southeastern idaho,climatologically similar nearby area,683.6237075712089,677.3834398233299
district v cloud seeding consortium,2003,2003,True,southeastern idaho,climatologically similar nearby area,677.9649260367642,705.3413711910788
district v cloud seeding consortium,2004,2003,True,southeastern idaho,climatologically similar nearby area,676.6394694475297,727.9015765445349
district v cloud seeding consortium,2005,2003,True,southeastern idaho,climatologically similar nearby area,767.3172109045443,670.3210795799387
district v cloud seeding consortium,2006,2003,True,southeastern idaho,climatologically similar nearby area,756.7549802362295,691.3623515753684
district v cloud seeding consortium,2007,2003,True,southeastern idaho,climatologically similar nearby area,739.513632173246,699.217519494187
district v cloud seeding consortium,2008,2003,True,southeastern idaho,climatologically similar nearby area,738.289048073537,670.6052699451878
district v cloud seeding consortium,2009,2003,True,southeastern idaho,climatologically similar nearby area,733.6277807680157,722.78373104396
district v cloud seeding consortium,2010,2003,True,southeastern idaho,climatologically similar nearby area,812.4622492029482,692.4002417064348
district v cloud seeding consortium,2011,2003,True,southeastern idaho,climatologically similar nearby area,767.1963613670367,708.1152412205744
district v cloud seeding consortium,2012,2003,True,southeastern idaho,climatologically similar nearby area,733.7310623826671,704.201265702203
district v cloud seeding consortium,2013,2003,True,southeastern idaho,climatologically similar nearby area,726.6651388128031,698.2665373570081
district v cloud seeding consortium,2014,2003,True,southeastern idaho,climatologically similar nearby area,708.6262649348196,720.3238753629861
district v cloud seeding consortium,2015,2003,True,southeastern idaho,climatologically similar nearby area,744.1118585679133,717.6097605357994
district v cloud seeding consortium,2016,2003,True,southeastern idaho,climatologically similar nearby area,731.1807932355514,716.2035529430334
district v cloud seeding consortium,2017,2003,True,southeastern idaho,climatologically similar nearby area,731.7566446672532,709.7884594579914
district v cloud seeding consortium,2018,2003,True,southeastern idaho,climatologically similar nearby area,750.0267239397929,738.4881167695739
district v cloud seeding consortium,2019,2003,True,southeastern idaho,climatologically similar nearby area,742.7074255170365,774.3404317123071
district v cloud seeding consortium,2020,2003,True,southeastern idaho,climatologically similar nearby area,813.6220485993199,738.9971808209782
district v cloud seeding consortium,2021,2003,True,southeastern idaho,climatologically similar nearby area,784.3701845652272,762.9029553727783
district v cloud seeding consortium,2022,2003,True,southeastern idaho,climatologically similar nearby area,758.2906016293878,705.7444518711634
district v cloud seeding consortium,2023,2003,True,southeastern idaho,climatologically similar nearby area,803.1726189932435,746.9440359823442
district v cloud seeding consortium,2024,2003,True,southeastern idaho,climatologically similar nearby area,787.3877666967452,718.0657920257233
district v cloud seeding consortium,2025,2003,True,southeastern idaho,climatologically similar nearby area,770.8820189002856,711.0768768117025
district v cloudseeding consortium,2000,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2001,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2002,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2003,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2004,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2005,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2006,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2007,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2008,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2009,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2010,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2011,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2012,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2013,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2014,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2015,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2016,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2017,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2018,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2019,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2020,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2021,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2022,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2023,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2024,2002,False,southeastern idaho,climatologically similar nearby area,,
district v cloudseeding consortium,2025,2002,False,southeastern idaho,climatologically similar nearby area,,
division v cloudseeding consortium,2000,2006,True,southeastern idaho,climatologically similar nearby area,683.0781019317415,626.5157148135241
division v cloudseeding consortium,2001,2006,True,southeastern idaho,climatologically similar nearby area,660.9727510921165,677.2974833603394
division v cloudseeding consortium,2002,2006,True,southeastern idaho,climatologically similar nearby area,624.0688461418385,673.7503957167412
division v cloudseeding consortium,2003,2006,True,southeastern idaho,climatologically similar nearby area,647.7415330479098,658.5751180513599
division v cloudseeding consortium,2004,2006,True,southeastern idaho,climatologically similar nearby area,633.109543665381,616.6824860027517
division v cloudseeding consortium,2005,2006,True,southeastern idaho,climatologically similar nearby area,622.9300067258916,652.5929837153016
division v cloudseeding consortium,2006,2006,True,southeastern idaho,climatologically similar nearby area,712.9698491305379,667.5425002225434
division v cloudseeding consortium,2007,2006,True,southeastern idaho,climatologically similar nearby area,725.5264266594445,666.8884057394649
division v cloudseeding consortium,2008,2006,True,southeastern idaho,climatologically similar nearby area,649.2371550185484,618.9051604129813
division v cloudseeding consortium,2009,2006,True,southeastern idaho,climatologically similar nearby area,706.2366481767522,645.2420537995032
division v cloudseeding consortium,2010,2006,True,southeastern idaho,climatologically similar nearby area,686.0914962297428,668.3980558962821
division v cloudseeding consortium,2011,2006,True,southeastern idaho,climatologically similar nearby area,677.574674780042,685.9072727379297
division v cloudseeding consortium,2012,2006,True,southeastern idaho,climatologically similar nearby area,703.4908708553247,620.0968044725014
division v cloudseeding consortium,2013,2006,True,southeastern idaho,climatologically similar nearby area,681.8527409565365,673.4469006130035
division v cloudseeding consortium,2014,2006,True,southeastern idaho,climatologically similar nearby area,723.5905672363654,683.5762192469738
division v cloudseeding consortium,2015,2006,True,southeastern idaho,climatologically similar nearby area,700.1419011724347,703.7402997129053
division v cloudseeding consortium,2016,2006,True,southeastern idaho,climatologically similar nearby area,729.4245388199633,702.3214396059359
division v cloudseeding consortium,2017,2006,True,southeastern idaho,climatologically similar nearby area,719.4456346572385,702.0642829702201
division v cloudseeding consortium,2018,2006,True,southeastern idaho,climatologically similar nearby area,717.8298133398952,670.0014873324517
division v cloudseeding consortium,2019,2006,True,southeastern idaho,climatologically similar nearby area,703.9510055054475,644.7999465719173
division v cloudseeding consortium,2020,2006,True,southeastern idaho,climatologically similar nearby area,714.4423583465592,685.173681073465
division v cloudseeding consortium,2021,2006,True,southeastern idaho,climatologically similar nearby area,747.9966275875947,722.540795630214
division v cloudseeding consortium,2022,2006,True,southeastern idaho,climatologically similar nearby area,757.1153502450962,734.8363631881108
division v cloudseeding consortium,2023,2006,True,southeastern idaho,climatologically similar nearby area,715.0298359028071,720.2637275574447
division v cloudseeding consortium,2024,2006,True,southeastern idaho,climatologically similar nearby area,745.7916992875063,715.7335205700433
division v cloudseeding consortium,2025,2006,True,southeastern idaho,climatologically similar nearby area,767.458562536805,716.9909912096491
dwd upper ark,2000,2003,True,eastern central continental divide mountain ranges,"northern colorado continental divide, sangre de cristo mountains",407.7648679719657,435.5970313309805
dwd upper ark,2001,2003,True,eastern central continental divide mountain ranges,"northern colorado continental divide, sangre de cristo mountains",465.58400480949837,448.7484926611595
dwd upper ark,2002,2003,True,eastern central continental divide mountain ranges,"northern colorado continental divide, sangre de cristo mountains",437.9344060263538,496.22673814565826
dwd upper ark,2003,2003,True,eastern central continental divide mountain ranges,"northern colorado continental divide, sangre de cristo mountains",492.73415959660446,433.43604985520307
dwd upper ark,2004,2003,True,eastern central continental divide mountain ranges,"northern colorado continental divide, sangre de cristo mountains",457.93264585928887,499.8694697677463
dwd upper ark,2005,2003,True,eastern central continental divide mountain ranges,"northern colorado continental divide, sangre de cristo mountains",446.364780581345,453.9492961376985
dwd upper ark,2006,2003,True,eastern central continental divide mountain ranges,"northern colorado continental divide, sangre de cristo mountains",454.2338599214991,497.635802727377
