site_id,state,year_month,year,month,target_area,control_area,target_area_precip_mm,control_area_precip_mm,target_area_seeded,seeding_season_months,treatment_start_year,did_eligible
central_co_mtn_river,colorado,2009-04,2009,4,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,63.62,34.94,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2009-05,2009,5,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,45.3,44.14,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2009-06,2009,6,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,27.87,33.65,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2009-07,2009,7,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,19.28,21.59,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2009-08,2009,8,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,29.5,26.07,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2009-09,2009,9,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,36.58,30.26,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2009-10,2009,10,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,59.57,71.5,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2009-11,2009,11,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,78.23,29.29,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2009-12,2009,12,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,119.32,78.64,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2010-01,2010,1,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,89.24,110.41,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2010-02,2010,2,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,102.2,79.97,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2010-03,2010,3,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,66.79,115.54,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2010-04,2010,4,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,58.51,60.26,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2010-05,2010,5,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,35.32,41.28,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2010-06,2010,6,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,26.49,17.07,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2010-07,2010,7,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,26.18,22.22,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2010-08,2010,8,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,39.57,29.78,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2010-09,2010,9,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,34.23,47.56,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2010-10,2010,10,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,51.83,60.94,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2010-11,2010,11,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,79.55,70.13,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2010-12,2010,12,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,136.52,99.49,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2011-01,2011,1,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,100.69,135.96,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2011-02,2011,2,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,131.97,115.43,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2011-03,2011,3,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,83.99,63.98,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2011-04,2011,4,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,71.23,59.24,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2011-05,2011,5,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,50.51,48.06,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2011-06,2011,6,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,21.21,31.55,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2011-07,2011,7,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,22.33,37.9,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2011-08,2011,8,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,33.9,26.43,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2011-09,2011,9,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,46.26,54.9,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2011-10,2011,10,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,70.52,68.76,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2011-11,2011,11,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,75.63,79.98,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2011-12,2011,12,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,119.72,108.38,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2012-01,2012,1,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,108.89,103.79,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2012-02,2012,2,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,91.85,72.43,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2012-03,2012,3,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,77.8,63.72,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2012-04,2012,4,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,68.99,64.52,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2012-05,2012,5,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,64.03,62.0,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2012-06,2012,6,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,37.82,29.56,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2012-07,2012,7,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,32.54,20.65,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2012-08,2012,8,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,25.83,30.61,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2012-09,2012,9,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,30.03,42.0,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2012-10,2012,10,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,88.56,61.3,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2012-11,2012,11,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,77.67,70.33,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2012-12,2012,12,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,107.03,86.95,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2013-01,2013,1,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,118.73,99.82,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2013-02,2013,2,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,110.06,83.99,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2013-03,2013,3,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,71.85,69.16,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2013-04,2013,4,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,62.49,55.45,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2013-05,2013,5,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,51.36,34.16,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2013-06,2013,6,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,23.63,14.06,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2013-07,2013,7,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,26.22,24.78,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2013-08,2013,8,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,22.54,26.8,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2013-09,2013,9,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,23.94,51.09,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2013-10,2013,10,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,52.08,68.25,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2013-11,2013,11,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,71.24,84.59,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2013-12,2013,12,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,78.36,64.93,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2014-01,2014,1,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,105.32,100.85,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2014-02,2014,2,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,76.4,108.61,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2014-03,2014,3,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,90.67,76.72,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2014-04,2014,4,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,71.82,77.68,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2014-05,2014,5,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,46.48,44.5,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2014-06,2014,6,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,30.76,20.09,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2014-07,2014,7,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,19.36,29.49,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2014-08,2014,8,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,25.56,32.62,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2014-09,2014,9,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,49.01,46.68,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2014-10,2014,10,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,69.72,59.14,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2014-11,2014,11,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,87.39,87.87,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2014-12,2014,12,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,107.74,85.05,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2015-01,2015,1,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,81.64,71.28,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2015-02,2015,2,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,106.35,71.12,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2015-03,2015,3,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,103.08,54.33,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2015-04,2015,4,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,65.5,30.42,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2015-05,2015,5,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,30.8,10.49,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2015-06,2015,6,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,25.9,18.71,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2015-07,2015,7,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,15.39,9.74,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2015-08,2015,8,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,28.0,24.66,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2015-09,2015,9,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,38.95,22.33,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2015-10,2015,10,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,50.98,39.76,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2015-11,2015,11,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,49.55,56.21,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2015-12,2015,12,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,79.35,49.87,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2016-01,2016,1,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,97.57,78.77,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2016-02,2016,2,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,77.72,76.6,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2016-03,2016,3,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,98.59,75.26,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2016-04,2016,4,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,60.34,49.06,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2016-05,2016,5,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,28.58,47.62,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2016-06,2016,6,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,23.62,21.98,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2016-07,2016,7,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,17.25,20.4,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2016-08,2016,8,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,39.28,22.9,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2016-09,2016,9,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,25.65,32.76,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2016-10,2016,10,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,50.41,63.22,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2016-11,2016,11,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,93.49,76.4,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2016-12,2016,12,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,70.61,85.19,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2017-01,2017,1,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,90.3,109.15,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2017-02,2017,2,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,177.42,93.04,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2017-03,2017,3,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,101.72,89.74,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2017-04,2017,4,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,91.19,73.12,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2017-05,2017,5,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,49.23,65.34,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2017-06,2017,6,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,32.66,45.22,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2017-07,2017,7,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,35.42,31.29,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2017-08,2017,8,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,39.06,33.68,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2017-09,2017,9,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,56.69,48.21,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2017-10,2017,10,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,83.17,81.71,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2017-11,2017,11,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,104.69,108.59,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2017-12,2017,12,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,106.64,93.17,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2018-01,2018,1,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,97.33,128.39,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2018-02,2018,2,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,89.1,81.05,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2018-03,2018,3,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,104.48,69.6,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2018-04,2018,4,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,61.6,42.99,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2018-05,2018,5,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,28.97,42.58,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2018-06,2018,6,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,40.25,21.37,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2018-07,2018,7,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,22.42,23.22,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2018-08,2018,8,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,28.87,23.3,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2018-09,2018,9,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,35.94,30.38,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2018-10,2018,10,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,65.45,52.31,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2018-11,2018,11,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,77.93,69.03,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2018-12,2018,12,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,67.37,95.79,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2019-01,2019,1,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,96.29,110.16,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2019-02,2019,2,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,116.64,92.82,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2019-03,2019,3,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,85.19,44.5,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2019-04,2019,4,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,59.62,67.27,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2019-05,2019,5,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,42.65,53.9,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2019-06,2019,6,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,37.39,22.75,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2019-07,2019,7,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,32.61,17.31,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2019-08,2019,8,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,27.07,12.25,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2019-09,2019,9,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,37.85,59.09,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2019-10,2019,10,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,61.04,64.34,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2019-11,2019,11,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,87.59,85.34,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2019-12,2019,12,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,91.98,89.46,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2020-01,2020,1,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,170.51,124.37,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2020-02,2020,2,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,92.66,123.91,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2020-03,2020,3,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,98.5,121.74,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2020-04,2020,4,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,72.63,44.39,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2020-05,2020,5,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,59.1,53.45,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2020-06,2020,6,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,34.08,39.11,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2020-07,2020,7,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,33.44,28.94,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2020-08,2020,8,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,36.25,43.12,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2020-09,2020,9,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,56.34,54.22,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2020-10,2020,10,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,74.51,38.71,False,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2020-11,2020,11,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,132.1,80.05,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2020-12,2020,12,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,151.59,174.69,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2021-01,2021,1,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,98.98,53.86,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2021-02,2021,2,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,57.24,97.95,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2021-03,2021,3,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,55.3,70.36,True,11;12;1;2;3;4,2013,True
central_co_mtn_river,colorado,2021-04,2021,4,Eastern central Colorado Continental Divide mountains,Northern Colorado Continental Divide and Sangre de Cristo Range,69.53,48.22,True,11;12;1;2;3;4,2013,True
